term_id,langs,country,term,type,code_lang
35,Indonesian,"Central Jakarta,Jakarta,Indonesia",Tata surya,Canonical Scientific Issues,id
38,Indonesian,"Central Jakarta,Jakarta,Indonesia",Evolusi,Canonical Scientific Issues,id
53,Indonesian,"Central Jakarta,Jakarta,Indonesia",Malnutrisi,Socio-Scientific Isuues,id
54,Indonesian,"Central Jakarta,Jakarta,Indonesia",Ketahanan pangan,Socio-Scientific Isuues,id
56,Indonesian,"Central Jakarta,Jakarta,Indonesia",Kalori,Socio-Scientific Isuues,id
58,Indonesian,"Central Jakarta,Jakarta,Indonesia",Energi terbarukan,Socio-Scientific Isuues,id
59,Indonesian,"Central Jakarta,Jakarta,Indonesia",Perubahan Iklim,Socio-Scientific Isuues,id
65,Indonesian,"Central Jakarta,Jakarta,Indonesia",Pencemaran tanah,Socio-Scientific Isuues,id
66,Indonesian,"Central Jakarta,Jakarta,Indonesia",Gas rumah kaca,Socio-Scientific Isuues,id
68,Indonesian,"Central Jakarta,Jakarta,Indonesia",Infeksi,Socio-Scientific Isuues,id
70,Indonesian,"Central Jakarta,Jakarta,Indonesia",Banjir,Socio-Scientific Isuues,id
71,Indonesian,"Central Jakarta,Jakarta,Indonesia",Kemarau,Socio-Scientific Isuues,id
5,Italian,"Rome,Lazio,Italy",Ambiente,Canonical Scientific Issues,it
6,Italian,"Rome,Lazio,Italy",Ecosistema,Canonical Scientific Issues,it
8,Italian,"Rome,Lazio,Italy",Inquinamento,Canonical Scientific Issues,it
12,Italian,"Rome,Lazio,Italy",Fungi,Canonical Scientific Issues,it
13,Italian,"Rome,Lazio,Italy",Mammifero,Canonical Scientific Issues,it
16,Italian,"Rome,Lazio,Italy",Soluzione,Canonical Scientific Issues,it
20,Italian,"Rome,Lazio,Italy",Atomo,Canonical Scientific Issues,it
28,Italian,"Rome,Lazio,Italy",Energia,Canonical Scientific Issues,it
29,Italian,"Rome,Lazio,Italy",Peso,Canonical Scientific Issues,it
35,Italian,"Rome,Lazio,Italy",Sistema solare,Canonical Scientific Issues,it
38,Italian,"Rome,Lazio,Italy",Evoluzione,Canonical Scientific Issues,it
53,Italian,"Rome,Lazio,Italy",Malnutrizione,Socio-Scientific Isuues,it
54,Italian,"Rome,Lazio,Italy",Sicurezza alimentare,Socio-Scientific Isuues,it
56,Italian,"Rome,Lazio,Italy",Caloria,Socio-Scientific Isuues,it
58,Italian,"Rome,Lazio,Italy",Energia rinnovabile,Socio-Scientific Isuues,it
59,Italian,"Rome,Lazio,Italy",Cambiamento climatico,Socio-Scientific Isuues,it
65,Italian,"Rome,Lazio,Italy",Contaminazione del suolo,Socio-Scientific Isuues,it
66,Italian,"Rome,Lazio,Italy",Gas serra,Socio-Scientific Isuues,it
68,Italian,"Rome,Lazio,Italy",Infezione,Socio-Scientific Isuues,it
70,Italian,"Rome,Lazio,Italy",Inondazione,Socio-Scientific Isuues,it
71,Italian,"Rome,Lazio,Italy",Siccità,Socio-Scientific Isuues,it
39,Italian,"Rome,Lazio,Italy",PCR,Novel Science and Technology Issues,it
42,Italian,"Rome,Lazio,Italy",mRNA,Novel Science and Technology Issues,it
43,Italian,"Rome,Lazio,Italy",genoma,Novel Science and Technology Issues,it
44,Italian,"Rome,Lazio,Italy",Marte,Novel Science and Technology Issues,it
45,Italian,"Rome,Lazio,Italy",asteroidi,Novel Science and Technology Issues,it
46,Italian,"Rome,Lazio,Italy",CRISPR,Novel Science and Technology Issues,it
48,Italian,"Rome,Lazio,Italy",ripiegamento delle proteine,Novel Science and Technology Issues,it
49,Italian,"Rome,Lazio,Italy",buco nero,Novel Science and Technology Issues,it
52,Italian,"Rome,Lazio,Italy",mutazione,Novel Science and Technology Issues,it
87,Italian,"Rome,Lazio,Italy",auto autonoma,Novel Science and Technology Issues,it
73-B,Italian,"Rome,Lazio,Italy",Il riscaldamento globale è una bufala,Conspiracy Theories,it
74-B,Italian,"Rome,Lazio,Italy",Il cambiamento climatico è una bufala,Conspiracy Theories,it
77-B,Italian,"Rome,Lazio,Italy",i vaccini causano l'autismo,Conspiracy Theories,it
79-B,Italian,"Rome,Lazio,Italy",sostenitori della terra piatta,Conspiracy Theories,it
80-B,Italian,"Rome,Lazio,Italy",finto sbarco sulla luna,Conspiracy Theories,it
5,Japanese,"Tokyo,Tokyo,Japan",??,Canonical Scientific Issues,vi
6,Japanese,"Tokyo,Tokyo,Japan",???,Canonical Scientific Issues,vi
8,Japanese,"Tokyo,Tokyo,Japan",??,Canonical Scientific Issues,vi
12,Japanese,"Tokyo,Tokyo,Japan",??,Canonical Scientific Issues,vi
13,Japanese,"Tokyo,Tokyo,Japan",???,Canonical Scientific Issues,vi
16,Japanese,"Tokyo,Tokyo,Japan",??,Canonical Scientific Issues,vi
20,Japanese,"Tokyo,Tokyo,Japan",??,Canonical Scientific Issues,vi
28,Japanese,"Tokyo,Tokyo,Japan",?????,Canonical Scientific Issues,vi
29,Japanese,"Tokyo,Tokyo,Japan",??,Canonical Scientific Issues,vi
35,Japanese,"Tokyo,Tokyo,Japan",???,Canonical Scientific Issues,vi
38,Japanese,"Tokyo,Tokyo,Japan",??,Socio-Scientific Isuues,vi
53,Japanese,"Tokyo,Tokyo,Japan",????,Socio-Scientific Isuues,vi
54,Japanese,"Tokyo,Tokyo,Japan",??????,Socio-Scientific Isuues,vi
56,Japanese,"Tokyo,Tokyo,Japan",????,Socio-Scientific Isuues,vi
58,Japanese,"Tokyo,Tokyo,Japan",?????????,Socio-Scientific Isuues,vi
59,Japanese,"Tokyo,Tokyo,Japan",????,Socio-Scientific Isuues,vi
65,Japanese,"Tokyo,Tokyo,Japan",????,Socio-Scientific Isuues,vi
66,Japanese,"Tokyo,Tokyo,Japan",??????,Socio-Scientific Isuues,vi
68,Japanese,"Tokyo,Tokyo,Japan",??,Socio-Scientific Isuues,vi
70,Japanese,"Tokyo,Tokyo,Japan",??,Socio-Scientific Isuues,vi
71,Japanese,"Tokyo,Tokyo,Japan",??? or ??,Socio-Scientific Isuues,vi
39,Japanese,"Tokyo,Tokyo,Japan",PCR,Novel Science and Technology Issues,vi
42,Japanese,"Tokyo,Tokyo,Japan",mRNA,Novel Science and Technology Issues,vi
43,Japanese,"Tokyo,Tokyo,Japan",???,Novel Science and Technology Issues,vi
44,Japanese,"Tokyo,Tokyo,Japan",??,Novel Science and Technology Issues,vi
45,Japanese,"Tokyo,Tokyo,Japan",???,Novel Science and Technology Issues,vi
46,Japanese,"Tokyo,Tokyo,Japan",CRISPR,Novel Science and Technology Issues,vi
48,Japanese,"Tokyo,Tokyo,Japan",?????????????,Novel Science and Technology Issues,vi
49,Japanese,"Tokyo,Tokyo,Japan",???????,Novel Science and Technology Issues,vi
52,Japanese,"Tokyo,Tokyo,Japan",????,Novel Science and Technology Issues,vi
73-B,Japanese,"Tokyo,Tokyo,Japan",????? ?,Conspiracy theories,vi
74-B,Japanese,"Tokyo,Tokyo,Japan",???? ?,Conspiracy theories,vi
77-B,Japanese,"Tokyo,Tokyo,Japan",???? ???,Conspiracy theories,vi
79-B,Japanese,"Tokyo,Tokyo,Japan",???????,Conspiracy theories,vi
80-B,Japanese,"Tokyo,Tokyo,Japan",???? ?,Conspiracy theories,vi
87,Japanese,"Tokyo,Tokyo,Japan",?????,Novel Science and Technology Issues,vi
73-B,Korean,"Seoul,South Korea",?? ??? ??,Conspiracy theories,ko
74-B,Korean,"Seoul,South Korea",?? ?? ??,Conspiracy theories,ko
77-B,Korean,"Seoul,South Korea",?? ???,Conspiracy theories,ko
79-B,Korean,"Seoul,South Korea",?????,Conspiracy theories,ko
80-B,Korean,"Seoul,South Korea",? ?? ??,Conspiracy theories,ko
39,Korean,"Seoul,South Korea",PCR,Novel Science and Technology Issues,ko
42,Korean,"Seoul,South Korea",mRNA,Novel Science and Technology Issues,ko
43,Korean,"Seoul,South Korea",??,Novel Science and Technology Issues,ko
44,Korean,"Seoul,South Korea",??,Novel Science and Technology Issues,ko
45,Korean,"Seoul,South Korea",???,Novel Science and Technology Issues,ko
46,Korean,"Seoul,South Korea",??? ??,Novel Science and Technology Issues,ko
48,Korean,"Seoul,South Korea",??? ??,Novel Science and Technology Issues,ko
49,Korean,"Seoul,South Korea",???,Novel Science and Technology Issues,ko
52,Korean,"Seoul,South Korea",????,Novel Science and Technology Issues,ko
87,Korean,"Seoul,South Korea",?????,Novel Science and Technology Issues,ko
5,Korean,"Seoul,South Korea",??,Canonical Scientific Issues,ko
6,Korean,"Seoul,South Korea",???,Canonical Scientific Issues,ko
8,Korean,"Seoul,South Korea",??,Canonical Scientific Issues,ko
12,Korean,"Seoul,South Korea",??,Canonical Scientific Issues,ko
13,Korean,"Seoul,South Korea",???,Canonical Scientific Issues,ko
16,Korean,"Seoul,South Korea",??,Canonical Scientific Issues,ko
20,Korean,"Seoul,South Korea",??,Canonical Scientific Issues,ko
28,Korean,"Seoul,South Korea",???,Canonical Scientific Issues,ko
29,Korean,"Seoul,South Korea",??,Canonical Scientific Issues,ko
35,Korean,"Seoul,South Korea",???,Canonical Scientific Issues,ko
38,Korean,"Seoul,South Korea",??,Canonical Scientific Issues,ko
53,Korean,"Seoul,South Korea",????,Socio-Scientific Isuues,ko
54,Korean,"Seoul,South Korea",??????,Socio-Scientific Isuues,ko
56,Korean,"Seoul,South Korea",???,Socio-Scientific Isuues,ko
58,Korean,"Seoul,South Korea",???? ???,Socio-Scientific Isuues,ko
59,Korean,"Seoul,South Korea",?? ??,Socio-Scientific Isuues,ko
65,Korean,"Seoul,South Korea",?? ??,Socio-Scientific Isuues,ko
66,Korean,"Seoul,South Korea",????,Socio-Scientific Isuues,ko
68,Korean,"Seoul,South Korea",??,Socio-Scientific Isuues,ko
70,Korean,"Seoul,South Korea",??,Socio-Scientific Isuues,ko
71,Korean,"Seoul,South Korea",??,Socio-Scientific Isuues,ko
5,Persian,"Washington,District of Columbia,United States",???? ????,Canonical Scientific Issues,fa
6,Persian,"Washington,District of Columbia,United States",????????,Canonical Scientific Issues,fa
8,Persian,"Washington,District of Columbia,United States",??????,Canonical Scientific Issues,fa
12,Persian,"Washington,District of Columbia,United States",????,Canonical Scientific Issues,fa
13,Persian,"Washington,District of Columbia,United States",????? ???,Canonical Scientific Issues,fa
16,Persian,"Washington,District of Columbia,United States",?????,Canonical Scientific Issues,fa
20,Persian,"Washington,District of Columbia,United States",???,Canonical Scientific Issues,fa
28,Persian,"Washington,District of Columbia,United States",?????,Canonical Scientific Issues,fa
29,Persian,"Washington,District of Columbia,United States",???,Canonical Scientific Issues,fa
35,Persian,"Washington,District of Columbia,United States",?????? ????,Canonical Scientific Issues,fa
38,Persian,"Washington,District of Columbia,United States",?????,Socio-Scientific Isuues,fa
53,Persian,"Washington,District of Columbia,United States",??? ?????,Socio-Scientific Isuues,fa
54,Persian,"Washington,District of Columbia,United States",????? ?????,Socio-Scientific Isuues,fa
56,Persian,"Washington,District of Columbia,United States",?????,Socio-Scientific Isuues,fa
58,Persian,"Washington,District of Columbia,United States",????? ?????????,Socio-Scientific Isuues,fa
59,Persian,"Washington,District of Columbia,United States",????? ??????,Socio-Scientific Isuues,fa
65,Persian,"Washington,District of Columbia,United States",?????? ???,Socio-Scientific Isuues,fa
66,Persian,"Washington,District of Columbia,United States",??? ?????? ??,Socio-Scientific Isuues,fa
68,Persian,"Washington,District of Columbia,United States",?????,Socio-Scientific Isuues,fa
70,Persian,"Washington,District of Columbia,United States",???,Socio-Scientific Isuues,fa
71,Persian,"Washington,District of Columbia,United States",???????,Socio-Scientific Isuues,fa
39,Persian,"Washington,District of Columbia,United States",????? ?????? ?? ??????? (?? ?? ??),Novel Science and Technology Issues,fa
42,Persian,"Washington,District of Columbia,United States",?? ?? ?? ??????,Novel Science and Technology Issues,fa
43,Persian,"Washington,District of Columbia,United States",????,Novel Science and Technology Issues,fa
44,Persian,"Washington,District of Columbia,United States",????,Novel Science and Technology Issues,fa
45,Persian,"Washington,District of Columbia,United States",?????,Novel Science and Technology Issues,fa
46,Persian,"Washington,District of Columbia,United States",??????,Novel Science and Technology Issues,fa
48,Persian,"Washington,District of Columbia,United States",?????? ???????,Novel Science and Technology Issues,fa
49,Persian,"Washington,District of Columbia,United States",???? ????,Novel Science and Technology Issues,fa
52,Persian,"Washington,District of Columbia,United States",??? ??????,Novel Science and Technology Issues,fa
73-B,Polish,"Warsaw,Masovian Voivodeship,Poland",globalne ocieplenie bzdura,Conspiracy Theories,pl
74-B,Polish,"Warsaw,Masovian Voivodeship,Poland",zmiany klimatu bzdura,Conspiracy Theories,pl
77-B,Polish,"Warsaw,Masovian Voivodeship,Poland",szczepionki autyzm,Conspiracy Theories,pl
79-B,Polish,"Warsaw,Masovian Voivodeship,Poland",p?aska ziemia,Conspiracy Theories,pl
80-B,Polish,"Warsaw,Masovian Voivodeship,Poland",l?dowanie na ksi??ycu fejk,Conspiracy Theories,pl
5,Polish,"Warsaw,Masovian Voivodeship,Poland",?rodowisko,Canonical Scientific Issues,pl
6,Polish,"Warsaw,Masovian Voivodeship,Poland",Ekosystem,Canonical Scientific Issues,pl
8,Polish,"Warsaw,Masovian Voivodeship,Poland",Zanieczyszczenie,Canonical Scientific Issues,pl
12,Polish,"Warsaw,Masovian Voivodeship,Poland",Grzyb,Canonical Scientific Issues,pl
13,Polish,"Warsaw,Masovian Voivodeship,Poland",Ssak,Canonical Scientific Issues,pl
16,Polish,"Warsaw,Masovian Voivodeship,Poland",Rozwi?zanie,Canonical Scientific Issues,pl
20,Polish,"Warsaw,Masovian Voivodeship,Poland",Atom,Canonical Scientific Issues,pl
28,Polish,"Warsaw,Masovian Voivodeship,Poland",Energia,Canonical Scientific Issues,pl
29,Polish,"Warsaw,Masovian Voivodeship,Poland",Waga,Canonical Scientific Issues,pl
35,Polish,"Warsaw,Masovian Voivodeship,Poland",Uk?ad s?oneczny,Canonical Scientific Issues,pl
38,Polish,"Warsaw,Masovian Voivodeship,Poland",Ewolucja,Socio-Scientific Isuues,pl
53,Polish,"Warsaw,Masovian Voivodeship,Poland",Niedo?ywienie,Socio-Scientific Isuues,pl
54,Polish,"Warsaw,Masovian Voivodeship,Poland",Bezpiecze?stwo ?ywno?ciowe,Socio-Scientific Isuues,pl
56,Polish,"Warsaw,Masovian Voivodeship,Poland",Kaloria,Socio-Scientific Isuues,pl
58,Polish,"Warsaw,Masovian Voivodeship,Poland",Energia odnawialna,Socio-Scientific Isuues,pl
59,Polish,"Warsaw,Masovian Voivodeship,Poland",Zmiany klimatu,Socio-Scientific Isuues,pl
65,Polish,"Warsaw,Masovian Voivodeship,Poland",Zanieczyszczenie gleby,Socio-Scientific Isuues,pl
66,Polish,"Warsaw,Masovian Voivodeship,Poland",Gaz cieplarniany,Socio-Scientific Isuues,pl
68,Polish,"Warsaw,Masovian Voivodeship,Poland",Infekcja,Socio-Scientific Isuues,pl
70,Polish,"Warsaw,Masovian Voivodeship,Poland",Powód?,Socio-Scientific Isuues,pl
71,Polish,"Warsaw,Masovian Voivodeship,Poland",Susza,Socio-Scientific Isuues,pl
39,Polish,"Warsaw,Masovian Voivodeship,Poland",PCR,Novel Science and Technology Issues,pl
42,Polish,"Warsaw,Masovian Voivodeship,Poland",szczepionka mRNA,Novel Science and Technology Issues,pl
43,Polish,"Warsaw,Masovian Voivodeship,Poland",genom,Novel Science and Technology Issues,pl
44,Polish,"Warsaw,Masovian Voivodeship,Poland",Mars,Novel Science and Technology Issues,pl
45,Polish,"Warsaw,Masovian Voivodeship,Poland",asteroidy,Novel Science and Technology Issues,pl
46,Polish,"Warsaw,Masovian Voivodeship,Poland",CRISPR,Novel Science and Technology Issues,pl
48,Polish,"Warsaw,Masovian Voivodeship,Poland",zwijanie bia?ka,Novel Science and Technology Issues,pl
49,Polish,"Warsaw,Masovian Voivodeship,Poland",czarna dziura,Novel Science and Technology Issues,pl
52,Polish,"Warsaw,Masovian Voivodeship,Poland",Mutacja,Novel Science and Technology Issues,pl
87,Polish,"Warsaw,Masovian Voivodeship,Poland",Samochód bezza?ogowy,Novel Science and Technology Issues,pl
5,Portuguese,"Brasilia,Federal District,Brazil",ambiente,Canonical Scientific Issues,pt
5,Portuguese,"Lisbon,Lisbon,Portugal",ambiente,Canonical Scientific Issues,pt
5,Portuguese,"Luanda,Luanda Province,Angola",ambiente,Canonical Scientific Issues,pt
5,Portuguese,"Maputo,Maputo,Mozambique",ambiente,Canonical Scientific Issues,pt
6,Portuguese,"Brasilia,Federal District,Brazil",ecossistema,Canonical Scientific Issues,pt
6,Portuguese,"Lisbon,Lisbon,Portugal",ecossistema,Canonical Scientific Issues,pt
6,Portuguese,"Luanda,Luanda Province,Angola",ecossistema,Canonical Scientific Issues,pt
6,Portuguese,"Maputo,Maputo,Mozambique",ecossistema,Canonical Scientific Issues,pt
8,Portuguese,"Brasilia,Federal District,Brazil",poluição,Canonical Scientific Issues,pt
8,Portuguese,"Lisbon,Lisbon,Portugal",poluição,Canonical Scientific Issues,pt
8,Portuguese,"Luanda,Luanda Province,Angola",poluição,Canonical Scientific Issues,pt
8,Portuguese,"Maputo,Maputo,Mozambique",poluição,Canonical Scientific Issues,pt
12,Portuguese,"Brasilia,Federal District,Brazil",fungo,Canonical Scientific Issues,pt
12,Portuguese,"Lisbon,Lisbon,Portugal",fungo,Canonical Scientific Issues,pt
12,Portuguese,"Luanda,Luanda Province,Angola",fungo,Canonical Scientific Issues,pt
12,Portuguese,"Maputo,Maputo,Mozambique",fungo,Canonical Scientific Issues,pt
13,Portuguese,"Brasilia,Federal District,Brazil",mamífero,Canonical Scientific Issues,pt
13,Portuguese,"Lisbon,Lisbon,Portugal",mamífero,Canonical Scientific Issues,pt
13,Portuguese,"Luanda,Luanda Province,Angola",mamífero,Canonical Scientific Issues,pt
13,Portuguese,"Maputo,Maputo,Mozambique",mamífero,Canonical Scientific Issues,pt
16,Portuguese,"Brasilia,Federal District,Brazil",solução,Canonical Scientific Issues,pt
16,Portuguese,"Lisbon,Lisbon,Portugal",solução,Canonical Scientific Issues,pt
16,Portuguese,"Luanda,Luanda Province,Angola",solução,Canonical Scientific Issues,pt
16,Portuguese,"Maputo,Maputo,Mozambique",solução,Canonical Scientific Issues,pt
20,Portuguese,"Brasilia,Federal District,Brazil",átomo,Canonical Scientific Issues,pt
20,Portuguese,"Lisbon,Lisbon,Portugal",átomo,Canonical Scientific Issues,pt
20,Portuguese,"Luanda,Luanda Province,Angola",átomo,Canonical Scientific Issues,pt
20,Portuguese,"Maputo,Maputo,Mozambique",átomo,Canonical Scientific Issues,pt
28,Portuguese,"Brasilia,Federal District,Brazil",energia,Canonical Scientific Issues,pt
28,Portuguese,"Lisbon,Lisbon,Portugal",energia,Canonical Scientific Issues,pt
28,Portuguese,"Luanda,Luanda Province,Angola",energia,Canonical Scientific Issues,pt
28,Portuguese,"Maputo,Maputo,Mozambique",energia,Canonical Scientific Issues,pt
29,Portuguese,"Brasilia,Federal District,Brazil",peso,Canonical Scientific Issues,pt
29,Portuguese,"Lisbon,Lisbon,Portugal",peso,Canonical Scientific Issues,pt
29,Portuguese,"Luanda,Luanda Province,Angola",peso,Canonical Scientific Issues,pt
29,Portuguese,"Maputo,Maputo,Mozambique",peso,Canonical Scientific Issues,pt
35,Portuguese,"Brasilia,Federal District,Brazil",sistema solar,Canonical Scientific Issues,pt
35,Portuguese,"Lisbon,Lisbon,Portugal",sistema solar,Canonical Scientific Issues,pt
35,Portuguese,"Luanda,Luanda Province,Angola",sistema solar,Canonical Scientific Issues,pt
35,Portuguese,"Maputo,Maputo,Mozambique",sistema solar,Canonical Scientific Issues,pt
38,Portuguese,"Brasilia,Federal District,Brazil",evolução,Canonical Scientific Issues,pt
38,Portuguese,"Lisbon,Lisbon,Portugal",evolução,Canonical Scientific Issues,pt
38,Portuguese,"Luanda,Luanda Province,Angola",evolução,Canonical Scientific Issues,pt
38,Portuguese,"Maputo,Maputo,Mozambique",evolução,Canonical Scientific Issues,pt
53,Portuguese,"Brasilia,Federal District,Brazil",desnutrição,Socio-Scientific Isuues,pt
53,Portuguese,"Lisbon,Lisbon,Portugal",desnutrição,Socio-Scientific Isuues,pt
53,Portuguese,"Luanda,Luanda Province,Angola",desnutrição,Socio-Scientific Isuues,pt
53,Portuguese,"Maputo,Maputo,Mozambique",desnutrição,Socio-Scientific Isuues,pt
54,Portuguese,"Brasilia,Federal District,Brazil",segurança alimentar,Socio-Scientific Isuues,pt
54,Portuguese,"Lisbon,Lisbon,Portugal",segurança alimentar,Socio-Scientific Isuues,pt
54,Portuguese,"Luanda,Luanda Province,Angola",segurança alimentar,Socio-Scientific Isuues,pt
54,Portuguese,"Maputo,Maputo,Mozambique",segurança alimentar,Socio-Scientific Isuues,pt
56,Portuguese,"Brasilia,Federal District,Brazil",caloria,Socio-Scientific Isuues,pt
56,Portuguese,"Lisbon,Lisbon,Portugal",caloria,Socio-Scientific Isuues,pt
56,Portuguese,"Luanda,Luanda Province,Angola",caloria,Socio-Scientific Isuues,pt
56,Portuguese,"Maputo,Maputo,Mozambique",caloria,Socio-Scientific Isuues,pt
58,Portuguese,"Brasilia,Federal District,Brazil",energia renovável,Socio-Scientific Isuues,pt
58,Portuguese,"Lisbon,Lisbon,Portugal",energia renovável,Socio-Scientific Isuues,pt
58,Portuguese,"Luanda,Luanda Province,Angola",energia renovável,Socio-Scientific Isuues,pt
58,Portuguese,"Maputo,Maputo,Mozambique",energia renovável,Socio-Scientific Isuues,pt
59,Portuguese,"Brasilia,Federal District,Brazil",mudança climática,Socio-Scientific Isuues,pt
59,Portuguese,"Lisbon,Lisbon,Portugal",mudança climática,Socio-Scientific Isuues,pt
59,Portuguese,"Luanda,Luanda Province,Angola",mudança climática,Socio-Scientific Isuues,pt
59,Portuguese,"Maputo,Maputo,Mozambique",mudança climática,Socio-Scientific Isuues,pt
65,Portuguese,"Brasilia,Federal District,Brazil",contaminação dos solos,Socio-Scientific Isuues,pt
65,Portuguese,"Lisbon,Lisbon,Portugal",contaminação dos solos,Socio-Scientific Isuues,pt
65,Portuguese,"Luanda,Luanda Province,Angola",contaminação dos solos,Socio-Scientific Isuues,pt
65,Portuguese,"Maputo,Maputo,Mozambique",contaminação dos solos,Socio-Scientific Isuues,pt
66,Portuguese,"Brasilia,Federal District,Brazil",gases de efeitos de estufa,Socio-Scientific Isuues,pt
66,Portuguese,"Lisbon,Lisbon,Portugal",gases de efeitos de estufa,Socio-Scientific Isuues,pt
66,Portuguese,"Luanda,Luanda Province,Angola",gases de efeitos de estufa,Socio-Scientific Isuues,pt
66,Portuguese,"Maputo,Maputo,Mozambique",gases de efeitos de estufa,Socio-Scientific Isuues,pt
68,Portuguese,"Brasilia,Federal District,Brazil",infecção,Socio-Scientific Isuues,pt
68,Portuguese,"Lisbon,Lisbon,Portugal",infecção,Socio-Scientific Isuues,pt
68,Portuguese,"Luanda,Luanda Province,Angola",infecção,Socio-Scientific Isuues,pt
68,Portuguese,"Maputo,Maputo,Mozambique",infecção,Socio-Scientific Isuues,pt
70,Portuguese,"Brasilia,Federal District,Brazil",Inundação,Socio-Scientific Isuues,pt
70,Portuguese,"Lisbon,Lisbon,Portugal",Inundação,Socio-Scientific Isuues,pt
70,Portuguese,"Luanda,Luanda Province,Angola",Inundação,Socio-Scientific Isuues,pt
70,Portuguese,"Maputo,Maputo,Mozambique",Inundação,Socio-Scientific Isuues,pt
71,Portuguese,"Brasilia,Federal District,Brazil",seca,Socio-Scientific Isuues,pt
71,Portuguese,"Lisbon,Lisbon,Portugal",seca,Socio-Scientific Isuues,pt
71,Portuguese,"Luanda,Luanda Province,Angola",seca,Socio-Scientific Isuues,pt
71,Portuguese,"Maputo,Maputo,Mozambique",seca,Socio-Scientific Isuues,pt
39,Portuguese,"Brasilia,Federal District,Brazil",PCR,Novel Science and Technology Issues,pt
39,Portuguese,"Lisbon,Lisbon,Portugal",PCR,Novel Science and Technology Issues,pt
39,Portuguese,"Luanda,Luanda Province,Angola",PCR,Novel Science and Technology Issues,pt
39,Portuguese,"Maputo,Maputo,Mozambique",PCR,Novel Science and Technology Issues,pt
42,Portuguese,"Brasilia,Federal District,Brazil",RNA mensageiro,Novel Science and Technology Issues,pt
42,Portuguese,"Lisbon,Lisbon,Portugal",RNA mensageiro,Novel Science and Technology Issues,pt
42,Portuguese,"Luanda,Luanda Province,Angola",RNA mensageiro,Novel Science and Technology Issues,pt
42,Portuguese,"Maputo,Maputo,Mozambique",RNA mensageiro,Novel Science and Technology Issues,pt
43,Portuguese,"Brasilia,Federal District,Brazil",genoma,Novel Science and Technology Issues,pt
43,Portuguese,"Lisbon,Lisbon,Portugal",genoma,Novel Science and Technology Issues,pt
43,Portuguese,"Luanda,Luanda Province,Angola",genoma,Novel Science and Technology Issues,pt
43,Portuguese,"Maputo,Maputo,Mozambique",genoma,Novel Science and Technology Issues,pt
44,Portuguese,"Brasilia,Federal District,Brazil",marte,Novel Science and Technology Issues,pt
44,Portuguese,"Lisbon,Lisbon,Portugal",marte,Novel Science and Technology Issues,pt
44,Portuguese,"Luanda,Luanda Province,Angola",marte,Novel Science and Technology Issues,pt
44,Portuguese,"Maputo,Maputo,Mozambique",marte,Novel Science and Technology Issues,pt
45,Portuguese,"Brasilia,Federal District,Brazil",asteróide,Novel Science and Technology Issues,pt
45,Portuguese,"Lisbon,Lisbon,Portugal",asteróide,Novel Science and Technology Issues,pt
45,Portuguese,"Luanda,Luanda Province,Angola",asteróide,Novel Science and Technology Issues,pt
45,Portuguese,"Maputo,Maputo,Mozambique",asteróide,Novel Science and Technology Issues,pt
46,Portuguese,"Brasilia,Federal District,Brazil",CRISPR,Novel Science and Technology Issues,pt
46,Portuguese,"Lisbon,Lisbon,Portugal",CRISPR,Novel Science and Technology Issues,pt
46,Portuguese,"Luanda,Luanda Province,Angola",CRISPR,Novel Science and Technology Issues,pt
46,Portuguese,"Maputo,Maputo,Mozambique",CRISPR,Novel Science and Technology Issues,pt
48,Portuguese,"Brasilia,Federal District,Brazil",enovelamento de proteína,Novel Science and Technology Issues,pt
48,Portuguese,"Lisbon,Lisbon,Portugal",enovelamento de proteína,Novel Science and Technology Issues,pt
48,Portuguese,"Luanda,Luanda Province,Angola",enovelamento de proteína,Novel Science and Technology Issues,pt
48,Portuguese,"Maputo,Maputo,Mozambique",enovelamento de proteína,Novel Science and Technology Issues,pt
49,Portuguese,"Brasilia,Federal District,Brazil",buraco negro,Novel Science and Technology Issues,pt
49,Portuguese,"Lisbon,Lisbon,Portugal",buraco negro,Novel Science and Technology Issues,pt
49,Portuguese,"Luanda,Luanda Province,Angola",buraco negro,Novel Science and Technology Issues,pt
49,Portuguese,"Maputo,Maputo,Mozambique",buraco negro,Novel Science and Technology Issues,pt
52,Portuguese,"Brasilia,Federal District,Brazil",mutação,Novel Science and Technology Issues,pt
52,Portuguese,"Lisbon,Lisbon,Portugal",mutação,Novel Science and Technology Issues,pt
52,Portuguese,"Luanda,Luanda Province,Angola",mutação,Novel Science and Technology Issues,pt
52,Portuguese,"Maputo,Maputo,Mozambique",mutação,Novel Science and Technology Issues,pt
87,Portuguese,"Brasilia,Federal District,Brazil",carro automático,Novel Science and Technology Issues,pt
87,Portuguese,"Lisbon,Lisbon,Portugal",carro automático,Novel Science and Technology Issues,pt
87,Portuguese,"Luanda,Luanda Province,Angola",carro automático,Novel Science and Technology Issues,pt
87,Portuguese,"Maputo,Maputo,Mozambique",carro automático,Novel Science and Technology Issues,pt
73-B,Portuguese,"Brasilia,Federal District,Brazil",fraude do aquecimento global,Conspiracy Theories,pt
73-B,Portuguese,"Lisbon,Lisbon,Portugal",fraude do aquecimento global,Conspiracy Theories,pt
73-B,Portuguese,"Luanda,Luanda Province,Angola",fraude do aquecimento global,Conspiracy Theories,pt
